MBAR,MBAR_Error,BAR,BAR_Error,TI,TI_Error
-2.8864091806777936,0.007859526982750518,-2.8766915597390996,0.013906359898971732,-2.8624926618632345,0.014896989970304723
-2.8026985964725153,0.005895103665185874,-2.818128319695903,0.014198563133906316,-2.8105862729741946,0.012830595679161167
-2.6781227869200923,0.004699878059122857,-2.693042592538556,0.010813830584389944,-2.693266403526748,0.010585460656076266
-2.503302564191233,0.003951999196962959,-2.512909122171502,0.0082348890754086,-2.507439478103108,0.009619113369254495
-2.264755686859841,0.003506548424423472,-2.272014268630527,0.008149908541583994,-2.2638284380318248,0.009754376994469441
-1.9432112850277135,0.003314848690799365,-1.932855042677588,0.006527896534884765,-1.9241261236521465,0.00852935069985978
-1.5113524511408896,0.003424847683001277,-1.5112933572009248,0.005890364857026386,-1.494174093166001,0.006278720422893719
-0.9310026347235139,0.00400991690192448,-0.9415013397107969,0.007111721370810078,-0.9090420163516836,0.007219056102257744
-0.1512571381709522,0.005483069706882846,-0.15897711067604314,0.010915515476063783,-0.13838511948224752,0.010914786769949
0.8824186996708584,0.009402151838942649,0.8768791049086051,0.02096238134416037,0.8735772091351157,0.023436569081390832
2.142976339447451,0.02078618343280529,2.1757182134367508,0.041501952619350094,2.1300465946670273,0.04845334801263957
3.166826556575021,0.0326660850226421,3.1517713848807514,0.04083612994738774,3.0813091198953964,0.04700837851980336
2.8670309649959407,0.06872242114433394,2.8810924351399088,0.06814205741074995,2.488550313567529,0.0752127138551909
1.5012208599787562,0.06704138729033239,1.4341722939591495,0.07009005407757975,1.3754910271679868,0.07748040345765936
1.0422960667246224,0.039323203697935835,1.043706017359537,0.04031725631458512,1.1286716379395079,0.0474425296155085
0.9092774921180851,0.03426561848097247,0.8977313425557593,0.03998520232037241,1.007374370613483,0.04617480845864856
0.9112741798782829,0.03233160312817725,0.9251131385575284,0.035647148006319025,0.9389115736943999,0.03842972758057082
0.8865567438389571,0.03661987398133467,0.8936460736510687,0.04196684566422634,0.8697668485764226,0.04058505043641015
0.6628588680088053,0.046013371205143525,0.6533177009594171,0.047196155830987435,0.6656510349684486,0.045316671279175505
-1.5749519245751578,0.1660338063674284,-1.5576771364535158,0.17324633486310873,-5.522433369235688,0.22056788227338828
-4.274327477522922,0.2554368465642338,-4.341942144085979,0.06372694687833641,-8.566424246161558,0.3231995447065524
-4.274327477522922,0.2554368465642338,-4.341942144085979,0.22973152913118683,-8.566424246161558,0.3231995447065524
