MBAR,MBAR_Error,BAR,BAR_Error,TI,TI_Error
-9.04416185679394,0.02361434199113924,-9.044698002961963,0.03978111990768259,-9.005274298834,0.04288223238394418
-8.347996360701785,0.013896096153613792,-8.352375632852535,0.025811674819935123,-8.301904901814334,0.03287035148054935
-6.981226065905639,0.009583116023069856,-6.976461422582568,0.017885709102164114,-6.878520392900825,0.020328663380737792
-4.492331257412632,0.007732430156341777,-4.481389168565183,0.01319700576899213,-4.338150275073135,0.018154955594847536
0.023659618455739717,0.011415411671744294,0.020905939267899694,0.02133583092525147,0.295896149731178,0.02863001442454464
1.0862205991202583,0.004521752050726222,1.0828314300672788,0.010490917865053009,1.0859978099194023,0.010737197298567225
0.3560762880452723,0.001308879419916756,0.35430979169861526,0.00296350499295184,0.3543623943852673,0.0030618790480536886
0.3916706746871684,0.001397294491158491,0.388540044158957,0.003487588436194528,0.3930760218082069,0.00387935396885953
0.4279142674376093,0.0014982812990056433,0.4321234768193927,0.004395682142340205,0.42591341547576,0.0046645929931170595
0.4646951953448049,0.0016137736500380332,0.46259498553895234,0.005267996198086051,0.46295330342670726,0.005310741357128089
0.5016332149744415,0.001745121145720671,0.5015236367834327,0.005253096350193242,0.496878743776144,0.005401010495687652
0.5384126157580014,0.0018935517564294035,0.5438164952246489,0.005722949927902657,0.5502872972906662,0.005798066579832282
0.5744401544576716,0.002058782683853971,0.5729901696362963,0.007131228377966596,0.5804980330888801,0.00687297270396216
0.609002711966447,0.0022390880553533996,0.6239842890509072,0.007683297904359423,0.617087343469456,0.00726797640146886
0.6410372685860519,0.0024297095575312234,0.6641740446671361,0.008363383326605233,0.6714608320296905,0.00833663784435538
0.6691835112684381,0.00262161707383447,0.6800730401956814,0.012254509071784816,0.6689364675693923,0.012457756366354959
0.6918082904268783,0.0028006182750514187,0.6980765528131538,0.013960401456958132,0.7012694286741318,0.013996401758803309
0.7068248397833171,0.002948619519100401,0.7625717255752269,0.012217845587072456,0.7564861929971298,0.01234315347217843
0.7122118764264512,0.003052351224671663,0.7528210072616492,0.005154756955163693,0.768301443563485,0.009146232022449683
0.7063264041555323,0.0031208704561596426,0.717730466302823,0.004384241898622782,0.7212612068136786,0.004307102927548373
0.6883947745226304,0.0032007553033027354,0.659053021759177,0.0046606997834637495,0.6527828458546455,0.004574086380501823
0.6591735139532293,0.003365163526601536,0.6380739329923341,0.004652797098530443,0.6428566465452777,0.004713770095049243
0.6206328126429038,0.003670489008421969,0.6201559575312855,0.006779322060130831,0.6049450179490078,0.01746257514965471
0.5756624273785171,0.004111739191370317,0.5782956621264181,0.00811185766235277,0.5538580582821352,0.01730108831508085
0.5278691468627758,0.004600460776196107,0.5274800464073587,0.007214999965108968,0.5481263173562527,0.017659233975770402
0.4810477823671603,0.004998300406968779,0.5153554610664586,0.020158993727236802,0.5141966631646215,0.020857835408526808
0.43850291442293915,0.005201827361609739,0.43805671041681316,0.018592713649338462,0.4436627490786601,0.018598380809500187
0.40228281625341694,0.0051925305699527715,0.425736085480381,0.017801020775682012,0.42917658082094445,0.019747443043037112
0.3728307439967223,0.005019102505089106,0.405361567406886,0.016791184467408158,0.4035668747693966,0.01644776988338758
0.34939222730680675,0.004752540273602269,0.3299693605398746,0.012569754606537928,0.34028275290552373,0.012476510835641321
0.3307915742881003,0.004455545353339277,0.31716591154427787,0.009340801754931936,0.3070885571387299,0.009489512143905794
0.31583213391991055,0.004171092748707631,0.31303425579994504,0.009086998833592447,0.3054808036855732,0.009322480776507004
0.30356246416639776,0.003921897593087543,0.30418721521802683,0.00845946944582249,0.3048617297642643,0.008999334808430683
0.2933165693866432,0.003717191961190941,0.2961766166658312,0.007240658971225143,0.2953956443553509,0.0073060686235751965
0.284747291679182,0.003560756706694293,0.2877356088792304,0.0075036957236330245,0.2934235303360746,0.008212690464282075
0.27751989313403924,0.0034551049222737136,0.27284309333010137,0.0071482349562310855,0.2707468415698181,0.007527341263698218
0.2715006667272299,0.0034017110362744305,0.2617805774887593,0.006855658202455581,0.2617149043912384,0.006525418230061571
0.26648192208223104,0.003398083803234428,0.2647375658540243,0.006776906284692431,0.2616481120002357,0.0063972260767746324
1.0295480910936934,0.013908730805526391,1.0478107243941293,0.024684600092425783,1.0362149505339209,0.02339007064223576
0.9899465912313338,0.014931193240120119,0.9948716105261937,0.02123656176220736,1.0148065688921306,0.020546630498288334
0.9725242296170388,0.014671954123937094,0.9526117547275007,0.020118598749694027,0.9879387289542053,0.01958951449882438
0.9801376174125539,0.014362598748437948,0.9780848306058856,0.018529935914148,0.9714228649395238,0.01973040087647804
0.9922512798393339,0.01497133367901016,1.0129530769933452,0.02090774181358304,0.987825563192433,0.01970551624828178
0.9946561590227738,0.015074496638066788,0.9632823405569373,0.019940692402443675,0.9762566211545204,0.020058419885654596
0.9945444430584353,0.015447739938310901,0.9751580097244984,0.022273810741589573,0.9860247246086291,0.022326047310130444
0.9722411907426926,0.01582484019971263,0.9859377132278233,0.024390495466196517,1.0091119330388696,0.024295795393769967
0.46314754105707834,0.00783282324159295,0.48252314709771144,0.01395594204147369,0.4626111009902471,0.012821280273970505
0.4395517907852987,0.00762243217474121,0.4467411608408457,0.012275754801344223,0.42471610614061217,0.01231305289180879
0.4102922899031686,0.007320495767074237,0.4145966328612786,0.012496294745959728,0.4215576093367864,0.016208907208681657
0.37708704645351276,0.007058718456020592,0.3718865978814518,0.014202648548874066,0.3781962238807254,0.01645395336240905
0.34069289788156054,0.007142207904364797,0.33190124872325455,0.011097809686918115,0.34541562287209915,0.012129498916449637
