MBAR,MBAR_Error,BAR,BAR_Error,TI,TI_Error
-5.716984227419496,0.014042781275169947,-5.765054655674238,0.021307025001228847,-5.7059737148918135,0.025918464418685592
-5.202272905252395,0.008531437025032588,-5.203327667562746,0.016480437222919003,-5.161739850965745,0.017503003730060068
-4.219290138723451,0.006738158519765502,-4.224648321449602,0.01263551949131052,-4.152369559273421,0.01745701688503647
-2.4401204897542472,0.006815915520916025,-2.44444860538814,0.012437923091478698,-2.3243562912936158,0.017203815246514775
0.7546593968395523,0.010426024380603065,0.7284234108079412,0.03193189946674824,0.8857118091912245,0.0413006445697862
0.9170782836951591,0.004022294002753178,0.9213153679225585,0.006788932574616815,0.9188628668478632,0.01922561275947116
0.28111026232657355,0.0011418321867974431,0.2840334900460257,0.0021097751282421018,0.2862709448714449,0.005255098469333077
0.3015648207979217,0.0012021766113257594,0.31117753291070943,0.005166644345810088,0.31031003537118496,0.0053608783545466936
0.32144292673477415,0.001267221478259956,0.32513656250466066,0.006082319724313341,0.3127634520653726,0.006105031074496764
0.34049023652524596,0.0013378284992688332,0.3494049075796259,0.006622689129040942,0.3435761405026038,0.00754118728273236
0.3582277748364798,0.0014150960300854238,0.36476047792349564,0.008156485831128315,0.3618029300915038,0.00860686747306219
0.37423981796661726,0.0015007020478174,0.3646024134267147,0.0033668075585444428,0.36910156958751933,0.006627982219280631
0.38791274996303005,0.0015966744034005254,0.3765152351906452,0.002702201691237253,0.3792544451477473,0.0027349723284441226
0.39856851100241714,0.0017053752125608048,0.387450177462949,0.004208596238865965,0.4048027891408548,0.008160215047372032
0.40538416384127546,0.0018292912842579941,0.436217032914005,0.012462062337341644,0.4348774633759617,0.01350294564505071
0.4074389262942105,0.001970516817082752,0.4337636311753143,0.011802789875800284,0.4250989372558963,0.012898076098965492
0.40393329226963764,0.0021302017058880108,0.3765685426397183,0.004844387247966715,0.4001775777644982,0.007796987376041648
0.3941916431255199,0.002306352584427332,0.3973939112717394,0.0036654875483262133,0.3947398070620883,0.0037532931199643358
0.37822682387111173,0.002490728593116139,0.4001306560881368,0.004074636038793443,0.39564862509055837,0.003957460144778445
0.3568074565842009,0.0026653968478867144,0.35087701227175394,0.005581367758386814,0.3116033980087583,0.010615267858985422
0.3316855429894388,0.0028038873133413343,0.3463966458807417,0.005709399633915425,0.29254284665336505,0.010467636688648696
0.3052239263645387,0.002882140401357742,0.3215440188340125,0.005680625551666188,0.29312475355006384,0.010207410345475572
0.27966673489321614,0.002891533779965422,0.2533778911927466,0.014651629020447922,0.2538431631634664,0.015915877033715272
0.25654381218813777,0.0028437613339587224,0.25552782491777465,0.016048889136035912,0.25820042807198174,0.01654502729296731
0.23654674130048192,0.002762341462542545,0.24708387751546085,0.012167137351363193,0.2517046951129119,0.01324487664206262
0.21963310928990112,0.0026702751164576575,0.2398001177982892,0.010165869678225675,0.24482921690026063,0.009941770741047063
0.20539304461273916,0.002583399332266278,0.2029317711939374,0.00426633315813458,0.22222095078493864,0.0073555906061172046
0.1932510408462051,0.002508889491509868,0.19140662717903564,0.003941941752797855,0.19680124299882534,0.007520843893603883
0.18273275463723912,0.002447403449113922,0.18777407679406552,0.009966934778554655,0.17906978878185217,0.010169629906186542
0.1734694811738025,0.0023957305073378653,0.18283310709117828,0.008648039657443124,0.17439735394703043,0.009648656393341296
0.16523563189098617,0.002349403880781213,0.17325107272492757,0.0068775361990209526,0.1799418732241551,0.0077124787547895165
0.15790689210209294,0.002305946008194882,0.15242449497916497,0.006351379278452019,0.1611110746711325,0.006844707529514861
0.151405365987357,0.0022657606440296997,0.13878970160586407,0.006571313113334442,0.1338033814071199,0.0064801558229985725
0.14567502666730262,0.0022323757324316466,0.13844589856789502,0.0056816428058607685,0.1303536680688568,0.005446484029506303
0.14072039682056509,0.0022103502098883322,0.1443906561325436,0.0052044809428805775,0.14440759477673604,0.005192494195850124
0.1364991867513027,0.0022036749768537204,0.14237518121492834,0.005182663230476364,0.14310094324638112,0.005181107263606336
0.13295883563685912,0.0022146348825333633,0.13411455438048567,0.004956690605524409,0.1371131241212524,0.00499922650605561
0.12996867849820656,0.002243534841350961,0.13014278377459573,0.005046584045605864,0.13061814566090754,0.005181715491190507
0.4982811098744838,0.009422168662695027,0.5089138730414604,0.021386919758558918,0.5181364119316791,0.021566791955597266
0.4738175226203204,0.010593241948024273,0.4734569309754962,0.019888278640432598,0.48833996640125416,0.019542397169679624
0.45588928033209164,0.01129122839284202,0.42376442820669147,0.017016896584624824,0.440116132172028,0.017474546644750334
0.44590391534847656,0.011662457809962607,0.46148194046307167,0.018371734264436432,0.43032979014211675,0.01961895516144624
0.4405336025791297,0.012043851127439935,0.47907173834996764,0.020744834175158627,0.44257799422737804,0.01985069894535893
0.4333959475222716,0.0118167286468891,0.41224089440712236,0.01825199361891711,0.4301383427758894,0.01826257094215278
0.4282902851974884,0.011455426507282176,0.4207754025778501,0.016805433761853766,0.4177618323609925,0.017236997861942407
0.4176125412830935,0.012075470737312783,0.42206521186111856,0.0183126069109247,0.40274529758330924,0.019212990642848232
0.19290591574642177,0.006770410328118035,0.19724807428555208,0.01223090470430232,0.1987095575968306,0.012691268891996912
0.16715827695521768,0.007648902151655528,0.16791272463969079,0.012381051473481133,0.16559984527800006,0.012456768958720882
0.11611931052031892,0.009251526785598188,0.12454665551003016,0.013178569065164654,0.1128808839301247,0.013757706979657926
-0.006074222751302254,0.0130294726451815,0.03207566022537188,0.01958962387838845,0.004100509419450257,0.01841988120490987
-0.3676496930588003,0.021331730783124794,-0.37625274998808583,0.026257616274999254,-0.4432391403151609,0.028302691999657716
-1.4736719696524145,0.045505357694335696,-1.5080785906695022,0.04628655306635247,-1.8452035961564959,0.05843954639782915
-5.030362649308692,0.11353709218888097,-5.00787639227525,0.1551174834225933,-5.119658552560881,0.15396698483437232
-5.030362649308692,0.11353709218888097,-5.00787639227525,0.10255142594238287,-5.119658552560881,0.15396698483437232
